doc_id,manifest_title,raw_filename,detected_canonical_title,chunk_count,chunk_title_match,heading_path_root_match,sqlite_title_match,raw_identity_status,integrity_flag,audit_notes
doc023,反兴奋剂条例,反兴奋剂条例.txt,反兴奋剂条例,54,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc024,中华人民共和国母婴保健法实施办法,中华人民共和国母婴保健法实施办法.txt,中华人民共和国母婴保健法实施办法,54,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc025,乡村医生从业管理条例,乡村医生从业管理条例.txt,乡村医生从业管理条例,56,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc026,卫生部关于中医执业的14个批复,卫生部关于中医执业的14个批复.txt,卫生部关于对使用医疗器械开展理疗活动有关定性问题的批复,6,True,True,True,COLLECTION_DOCUMENT,VERIFIED_MULTI_REPLY_COLLECTION,Composite collection of multiple ministerial replies under canonical manifest title: 卫生部关于中医执业的14个批复
doc027,国务院关于加强食品等产品安全监督管理的特别规定,国务院关于加强食品等产品安全监督管理的特别规定.txt,国务院关于加强食品等,21,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc028,残疾预防和残疾人康复条例,残疾预防和残疾人康复条例.txt,残疾预防和残疾人康复条例,43,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc029,中华人民共和国人口与计划生育法,中华人民共和国人口与计划生育法.txt,中华人民共和国人口与计划生育法,55,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc030,流动人口计划生育工作条例,流动人口计划生育工作条例.txt,流动人口计划生育工作条例,26,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc031,护士条例,护士条例.txt,护士条例,42,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc032,人体器官移植条例,人体器官移植条例.txt,人体器官移植条例,37,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc033,医疗机构管理条例,医疗机构管理条例.txt,医疗机构管理条例,63,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc034,医疗器械监督管理条例,医疗器械监督管理条例.txt,中华人民共和国红十字会法,45,True,True,True,FATAL_CONTENT_MISMATCH,CONTAMINATED_CORPUS_SWAP,"Title in manifest/chunks is 《医疗器械监督管理条例》, but raw document is 《中华人民共和国红十字会法》"
doc035,学校卫生工作条例,学校卫生工作条例.txt,学校卫生工作条例,48,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc036,中华人民共和国母婴保健法,中华人民共和国母婴保健法.txt,中华人民共和国母婴保健法,47,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc037,行政执法机关移送涉嫌犯罪案件的规定,行政执法机关移送涉嫌犯罪案件的规定.txt,行政执法机关移送涉嫌犯罪案件的规定,21,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc038,国内交通卫生检疫条例,国内交通卫生检疫条例.txt,国内交通卫生检疫条例,17,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc039,食盐加碘消除碘缺乏危害管理条例,食盐加碘消除碘缺乏危害管理条例.txt,食盐加碘消除碘缺乏危害管理条例,39,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc040,中华人民共和国国境卫生检疫法,中华人民共和国国境卫生检疫法.txt,新朋友点击↑↑蓝字关注我们,39,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc041,关于眼科门诊部（诊室）设置审批的批复,关于眼科门诊部（诊室）设置审批的批复.txt,关于印发广东省眼科诊所等3个基本标准（试行）的通知,3,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc042,卫生部关于乡村医生执业的六个批复,卫生部关于乡村医生执业的六个批复.txt,投稿、交流、推广、加入知否卫监学习交流微信群请加微信guo270384821,3,True,True,True,COLLECTION_DOCUMENT,VERIFIED_MULTI_REPLY_COLLECTION,Composite collection of multiple ministerial replies under canonical manifest title: 卫生部关于乡村医生执业的六个批复
doc043,中华人民共和国尘肺病防治条例,中华人民共和国尘肺病防治条例.txt,中华人民共和国尘肺病防治条例,35,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc044,中华人民共和国献血法,中华人民共和国献血法.txt,中华人民共和国献血法,25,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc045,关于医疗美容的七个批复文件,关于医疗美容的七个批复文件.txt,一、超声刀属于医疗美容,3,True,True,True,COLLECTION_DOCUMENT,VERIFIED_MULTI_REPLY_COLLECTION,Composite collection of multiple ministerial replies under canonical manifest title: 关于医疗美容的七个批复文件
doc046,公共场所卫生管理条例,公共场所卫生管理条例.txt,公共场所卫生管理条例,25,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc047,医疗用毒性药品管理办法,医疗用毒性药品管理办法.txt,医疗用毒性药品管理办法,15,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc048,关于取得助产士（师）资格人员不能认定执业医师资格的批复,批复︱江苏省卫生厅：关于取得助产士（师）资格人员不能认定执业医师资格的批复.txt,苏卫人〔2005〕8号,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc049,关于对非法采供血液和单采血浆、非法行医专项整治工作中有关法律适用问题的批复,批复︱卫生部：关于对非法采供血液和单采血浆、非法行医专项整治工作中有关法律适用问题的批复.txt,卫政法发〔2004〕224号,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc050,关于出具诊断报告人员资质问题的五个批复,关于出具诊断报告人员资质问题的五个批复.txt,关于出具诊断报告人员资质问题的五个批复,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc051,卫生部关于超范围执业认定的五个批复,卫生部关于超范围执业认定的五个批复.txt,卫生部关于妇科开展性传播疾病诊疗活动定性问题的批复,2,True,True,True,COLLECTION_DOCUMENT,VERIFIED_MULTI_REPLY_COLLECTION,Composite collection of multiple ministerial replies under canonical manifest title: 卫生部关于超范围执业认定的五个批复
doc052,关于打击非法行医专项行动中有关中医监督问题的批复,文件︱国家中医药局、国家卫计委：关于打击非法行医专项行动中有关中医监督问题的批复.txt,国中医药办法监发〔2014〕9号,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc053,关于住院医师规范化培训期间医师执业注册有关问题的批复,批复︱卫生部：关于住院医师规范化培训期间医师执业注册有关问题的批复.txt,卫医政函〔2011〕413号,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc054,关于中蒙医（骨科副主任医师）执业医师类别开展骨科手术事宜的批复,批复︱内蒙古：关于中蒙医（骨科副主任医师）执业医师类别开展骨科手术事宜的批复.txt,内卫计蒙中字〔2018〕632号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc055,关于对《乡村医生从业管理条例》实施中有关问题的批复,批复︱卫生部：关于对《乡村医生从业管理条例》实施中有关问题的批复.txt,卫政法发〔2004〕112号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc056,关于取得医师资格但未经执业注册的人员开展医师执业活动有关问题的批复,批复︱卫生部：关于取得医师资格但未经执业注册的人员开展医师执业活动有关问题的批复.txt,卫政法发〔2004〕178号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc057,关于医疗广告审查中有关问题的批复,批复︱卫生部：关于医疗广告审查中有关问题的批复.txt,卫医函〔2008〕25号,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc058,卫生部：关于医疗广告审查中有关问题的批复,卫生部：关于医疗广告审查中有关问题的批复.txt,卫医函〔2008〕25号,2,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc059,关于转发《河南省中医药管理局关于临床类别执业医师从事中医药服务有关问题的批复》,关于转发《河南省中医药管理局关于临床类别执业医师从事中医药服务有关问题的批复》.txt,国家中医药管理局司便,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc060,关于对《医疗机构管理条例》执行中有关问题的批复,批复︱卫生部：关于对《医疗机构管理条例》执行中有关问题的批复.txt,卫法监发〔1998〕第15号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc061,关于打击非法行医专项行动中有关中医监督问题的批复,关于打击非法行医专项行动中有关中医监督问题的批复.txt,关于打击非法行医专项行动中有关中医监督问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc062,关于对农村非法行医依法监督工作中有关问题的批复,批复︱卫生部：关于对农村非法行医依法监督工作中有关问题的批复.txt,卫监督发〔2004〕312号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc063,关于执业助理医师能否设置个体诊所问题的批复,批复︱卫生部：关于执业助理医师能否设置个体诊所问题的批复.txt,卫医函〔2001〕163号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc064,关于重庆市卫生计生委康复按摩活动定性有关问题的批复,批复︱国家卫生计生委：关于重庆市卫生计生委康复按摩活动定性有关问题的批复.txt,国卫法制函〔2014〕168号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc065,关于取得医师执业证书的医师在家中擅自诊疗病人造成死亡适用法律有关问题的批复,批复︱卫生部：关于取得医师执业证书的医师在家中擅自诊疗病人造成死亡适用法律有关问题的批复.txt,卫政法发〔2005〕428号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc066,关于临床类别执业医师从事中医药服务有关问题的批复,批复︱河南省中医药局：关于临床类别执业医师从事中医药服务有关问题的批复.txt,豫中医业〔2011〕30号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc067,关于医疗机构执业登记有关问题的批复,批复︱卫生部：关于医疗机构执业登记有关问题的批复.txt,卫医发〔2005〕506号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc068,关于乳腺外科手术项目相关执业登记事宜的批复,批复︱卫生部：关于乳腺外科手术项目相关执业登记事宜的批复.txt,卫政法发〔2004〕170号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc069,卫生部：关于医疗机构药品使用监督管理权限的批复,卫生部：关于医疗机构药品使用监督管理权限的批复.txt,卫医发〔2005〕511号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc070,关于医疗机构命名有关问题的批复,批复︱卫生部：关于医疗机构命名有关问题的批复.txt,卫医政函〔2009〕80号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc071,关于正规医学专业学历毕业生试用期间的医疗活动是否属于非法行医的批复,批复︱卫生部：关于正规医学专业学历毕业生试用期间的医疗活动是否属于非法行医的批复.txt,卫办医发〔2002〕58号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc072,关于对标示具有治疗功效的产品查处问题的批复,关于对标示具有治疗功效的产品查处问题的批复.txt,关于对标示具有治疗功效的产品查处问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc073,关于药品经营机构中办医疗机构有关问题的批复,批复︱卫生部：关于药品经营机构中办医疗机构有关问题的批复.txt,卫医发〔2005〕327号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc074,关于《产前诊断技术管理办法》第二条适用问题的批复,批复︱卫生部：关于《产前诊断技术管理办法》第二条适用问题的批复.txt,卫政法函〔2008〕68号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc075,关于中医类别医师可以从事急救工作的批复,批复︱卫生部：关于中医类别医师可以从事急救工作的批复.txt,卫医政函〔2009〕335号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc076,关于非法行医有关问题的批复,批复︱卫生部：关于非法行医有关问题的批复.txt,卫政法发〔2007〕185号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc077,湖北省生计生委关于对镶牙是否属于诊疗活动请示的批复,湖北省生计生委关于对镶牙是否属于诊疗活动请示的批复.txt,鄂卫生计生函〔2016〕361号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc078,关于张安医疗事件有关问题的批复,批复︱卫生部：关于张安医疗事件有关问题的批复.txt,卫政法发〔2006〕105号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc079,关于医技人员出具相关检查诊断报告问题的批复,批复︱卫生部：关于医技人员出具相关检查诊断报告问题的批复.txt,卫政法发〔2004〕163号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc080,关于心内科医师从事超声心动图检查有关问题的批复,批复︱卫生部：关于心内科医师从事超声心动图检查有关问题的批复.txt,卫医政函〔2010〕91号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc081,关于外科执业医师出具B超诊断报告有关问题的批复,批复︱卫生部：关于外科执业医师出具B超诊断报告有关问题的批复.txt,卫医政函〔2009〕463号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc082,关于对穴位按摩治疗近视等有关问题的批复,批复︱卫生部：关于对穴位按摩治疗近视等有关问题的批复.txt,卫医发〔2004〕380号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc083,关于产妇分娩后胎盘处理问题的批复,批复︱卫生部：关于产妇分娩后胎盘处理问题的批复.txt,卫政法发〔2005〕123号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc084,关于对使用医疗器械开展理疗活动有关定性问题的批复,批复︱卫生部：关于对使用医疗器械开展理疗活动有关定性问题的批复.txt,卫医发〔2004〕373号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc085,最高人民检察院关于对跨越修订刑法施行日期的继续犯罪、边疆犯罪以及其他同种数罪应如何具体适用刑法问题的批复,最高人民检察院关于对跨越修订刑法施行日期的继续犯罪、边疆犯罪以及其他同种数罪应如何具体适用刑法问题的批复.txt,最高人民检察院,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc086,关于采供血机构管理有关事宜的批复（国卫医函[2018]35号）,关于采供血机构管理有关事宜的批复（国卫医函[2018]35号）.txt,卫生部关于X射线诊断机等医用诊断设备不属于计量器具的批复,1,True,True,True,FATAL_CONTENT_MISMATCH,CONTAMINATED_CORPUS_SWAP,"Title in manifest/chunks is 《关于采供血机构管理有关事宜的批复（国卫医函[2018]35号）》, but raw document is 《卫生部关于X射线诊断机等医用诊断设备不属于计量器具的批复》（卫法监发[2002]119号）"
doc087,卫生部关于对异地职业病诊断有关问题的批复（卫法监发[2003]298号）,卫生部关于对异地职业病诊断有关问题的批复（卫法监发[2003]298号）.txt,卫生部关于对异地职业病诊断有关问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc088,国家卫生计生委关于“撤村改居”后原乡村医生执业问题的批复,国家卫生计生委关于“撤村改居”后原乡村医生执业问题的批复.txt,国卫法制函〔2014〕314号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc089,卫生部关于农村接生员和乡村医生执业行为相关问题的批复(卫基妇发〔2004〕2 号）,卫生部关于农村接生员和乡村医生执业行为相关问题的批复(卫基妇发〔2004〕2 号）.txt,卫生部关于农村接生员和乡村医生执业行为相关问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc090,《卫生部关于执业助理医师能否设置个体诊所问题的批复》（卫医函〔2001〕163号）,《卫生部关于执业助理医师能否设置个体诊所问题的批复》（卫医函〔2001〕163号）.txt,卫生部,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc091,卫生部关于职业病诊断与鉴定有关问题的批复（卫法监发〔2002〕173号）,卫生部关于职业病诊断与鉴定有关问题的批复（卫法监发〔2002〕173号）.txt,卫生部关于职业病诊断与鉴定有关问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc092,国家卫生计生委关于计划生育手术并发症相关问题的批复,国家卫生计生委关于计划生育手术并发症相关问题的批复.txt,国家卫生计生委关于计划生育手术并发症相关问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc093,卫生部关于药品经营机构申办医疗机构有关问题的批复,卫生部关于药品经营机构申办医疗机构有关问题的批复.txt,卫生部关于药品经营机构申办医疗机构有关问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc094,关于全科医疗科诊疗范围的批复,批复︱卫生部：关于全科医疗科诊疗范围的批复.txt,卫政法发〔2006〕498号,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc095,国家卫生健康委关于_医疗机构管理条例实施细则_中“诊疗活动累计收入”的批复,《国家卫生健康委关于_医疗机构管理条例实施细则_中“诊疗活动累计收入”的批复》.txt,国家卫生健康委,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc096,卫生部关于对涉外婚前医学检查及有关问题请示的批复,卫生部关于对涉外婚前医学检查及有关问题请示的批复.txt,卫生部关于对涉外婚前医学检查及有关问题请示的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc097,卫生部关于陀螺旋转式钴-60立体定向放射治疗系统放射诊疗许可管理有关问题的批复（卫监督函(2010)9号）,卫生部关于陀螺旋转式钴-60立体定向放射治疗系统放射诊疗许可管理有关问题的批复（卫监督函(2010)9号）.txt,卫生部关于陀螺旋转式钴,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc098,国家卫生计生委关于医疗保健机构中从事计划生育技术服务的人员合格证问题的批复,国家卫生计生委关于医疗保健机构中从事计划生育技术服务的人员合格证问题的批复.txt,国家卫生计生委关于医疗保健机构中从事计划生育技术服务的人员合格证问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc099,关于医师未经许可在家行医导致纠纷是否受理鉴定的批复,关于医师未经许可在家行医导致纠纷是否受理鉴定的批复.txt,关于医师未经许可在家行医导致纠纷是否受理鉴定的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
doc100,卫生部关于未经执业注册医师私自开展家庭接生造成人员死亡有关法律适用和案件移送问题的批复,卫生部关于未经执业注册医师私自开展家庭接生造成人员死亡有关法律适用和案件移送问题的批复.txt,卫生部关于未经执业注册医师私自开展家庭接生造成人员死亡有关法律适用和案件移送问题的批复,1,True,True,True,VERIFIED_MATCH,PASS,"Manifest, SQLite, chunks, and raw document contents match"
